measure,node,period_start,value,n,source_ref
osha_lost_time_case_rate,GS,2017-10-01,0.19,11498,osha:fy2018
osha_lost_time_case_rate,HE,2017-10-01,0.46,84822,osha:fy2018
osha_lost_time_case_rate,HS,2017-10-01,2.3,202559,osha:fy2018
osha_lost_time_case_rate,HU,2017-10-01,0.43,7827,osha:fy2018
osha_lost_time_case_rate,IN,2017-10-01,1.47,68275,osha:fy2018
osha_lost_time_case_rate,NF,2017-10-01,0.07,1479,osha:fy2018
osha_lost_time_case_rate,NN,2017-10-01,0.09,17189,osha:fy2018
osha_lost_time_case_rate,NQ,2017-10-01,1.21,2901,osha:fy2018
osha_lost_time_case_rate,NU,2017-10-01,0.12,3228,osha:fy2018
osha_lost_time_case_rate,NV,2017-10-01,0.97,206071,osha:fy2018
osha_lost_time_case_rate,NV,2017-10-01,0.91,188430,osha:fy2018
osha_lost_time_case_rate,OM,2017-10-01,0.6,5506,osha:fy2018
osha_lost_time_case_rate,SB,2017-10-01,0.46,5249,osha:fy2018
osha_lost_time_case_rate,SM,2017-10-01,1.74,3793,osha:fy2018
osha_lost_time_case_rate,ST,2017-10-01,0.16,75547,osha:fy2018
osha_lost_time_case_rate,SZ,2017-10-01,0.52,62297,osha:fy2018
osha_lost_time_case_rate,TD,2017-10-01,0.52,54748,osha:fy2018
osha_lost_time_case_rate,TR,2017-10-01,0.39,87676,osha:fy2018
osha_lost_time_case_rate,VA,2017-10-01,1.01,381457,osha:fy2018
osha_total_case_rate,AF,2017-10-01,1.12,167559,osha:fy2018
osha_total_case_rate,AG,2017-10-01,3.77,93401,osha:fy2018
osha_total_case_rate,AR,2017-10-01,1.64,247884,osha:fy2018
osha_total_case_rate,CM,2017-10-01,0.62,47704,osha:fy2018
osha_total_case_rate,DJ,2017-10-01,3.1,115976,osha:fy2018
osha_total_case_rate,DL,2017-10-01,1.39,14438,osha:fy2018
osha_total_case_rate,DN,2017-10-01,1.14,14762,osha:fy2018
osha_total_case_rate,ED,2017-10-01,0.22,4059,osha:fy2018
osha_total_case_rate,EP,2017-10-01,0.49,15058,osha:fy2018
osha_total_case_rate,GS,2017-10-01,0.28,11498,osha:fy2018
osha_total_case_rate,HE,2017-10-01,0.65,84822,osha:fy2018
osha_total_case_rate,HS,2017-10-01,4.72,202559,osha:fy2018
osha_total_case_rate,HU,2017-10-01,0.69,7827,osha:fy2018
osha_total_case_rate,IN,2017-10-01,4.24,68275,osha:fy2018
osha_total_case_rate,NF,2017-10-01,0.14,1479,osha:fy2018
osha_total_case_rate,NN,2017-10-01,0.24,17189,osha:fy2018
osha_total_case_rate,NQ,2017-10-01,1.28,2901,osha:fy2018
osha_total_case_rate,NU,2017-10-01,0.15,3228,osha:fy2018
osha_total_case_rate,NV,2017-10-01,1.51,206071,osha:fy2018
osha_total_case_rate,NV,2017-10-01,1.46,188430,osha:fy2018
osha_total_case_rate,OM,2017-10-01,0.64,5506,osha:fy2018
osha_total_case_rate,SB,2017-10-01,0.97,5249,osha:fy2018
osha_total_case_rate,SM,2017-10-01,3.16,3793,osha:fy2018
osha_total_case_rate,ST,2017-10-01,0.22,75547,osha:fy2018
osha_total_case_rate,SZ,2017-10-01,0.6,62297,osha:fy2018
osha_total_case_rate,TD,2017-10-01,1.0,54748,osha:fy2018
osha_total_case_rate,TR,2017-10-01,0.62,87676,osha:fy2018
osha_total_case_rate,VA,2017-10-01,2.17,381457,osha:fy2018
osha_lost_time_case_rate,AF,2018-10-01,0.73,173025,osha:fy2019
osha_lost_time_case_rate,AG,2018-10-01,1.1,81940,osha:fy2019
osha_lost_time_case_rate,AR,2018-10-01,0.68,276329,osha:fy2019
osha_lost_time_case_rate,CM,2018-10-01,0.36,45055,osha:fy2019
osha_lost_time_case_rate,DJ,2018-10-01,1.6,116451,osha:fy2019
osha_lost_time_case_rate,DN,2018-10-01,0.25,14511,osha:fy2019
osha_lost_time_case_rate,ED,2018-10-01,0.08,3977,osha:fy2019
osha_lost_time_case_rate,EP,2018-10-01,0.16,14696,osha:fy2019
osha_lost_time_case_rate,GS,2018-10-01,0.13,11349,osha:fy2019
osha_lost_time_case_rate,HE,2018-10-01,0.41,75186,osha:fy2019
osha_lost_time_case_rate,HS,2018-10-01,1.98,206385,osha:fy2019
osha_lost_time_case_rate,HU,2018-10-01,0.4,7262,osha:fy2019
osha_lost_time_case_rate,IN,2018-10-01,1.36,62063,osha:fy2019
osha_lost_time_case_rate,NF,2018-10-01,0.07,1475,osha:fy2019
osha_lost_time_case_rate,NN,2018-10-01,0.09,17131,osha:fy2019
osha_lost_time_case_rate,NQ,2018-10-01,1.05,2857,osha:fy2019
osha_lost_time_case_rate,NU,2018-10-01,0.13,3195,osha:fy2019
osha_lost_time_case_rate,NV,2018-10-01,0.78,207605,osha:fy2019
osha_lost_time_case_rate,NV,2018-10-01,0.69,189471,osha:fy2019
osha_lost_time_case_rate,OM,2018-10-01,0.48,5462,osha:fy2019
osha_lost_time_case_rate,SB,2018-10-01,0.2,7003,osha:fy2019
osha_lost_time_case_rate,SM,2018-10-01,1.55,3747,osha:fy2019
osha_lost_time_case_rate,SZ,2018-10-01,0.43,62788,osha:fy2019
osha_lost_time_case_rate,TD,2018-10-01,0.47,54756,osha:fy2019
osha_lost_time_case_rate,TR,2018-10-01,0.33,86729,osha:fy2019
osha_lost_time_case_rate,VA,2018-10-01,0.86,395606,osha:fy2019
osha_total_case_rate,AF,2018-10-01,0.83,173025,osha:fy2019
osha_total_case_rate,AG,2018-10-01,3.04,81940,osha:fy2019
osha_total_case_rate,AR,2018-10-01,1.2,276329,osha:fy2019
osha_total_case_rate,CM,2018-10-01,0.68,45055,osha:fy2019
osha_total_case_rate,DJ,2018-10-01,2.54,116451,osha:fy2019
osha_total_case_rate,DN,2018-10-01,0.84,14511,osha:fy2019
osha_total_case_rate,ED,2018-10-01,0.2,3977,osha:fy2019
osha_total_case_rate,EP,2018-10-01,0.29,14696,osha:fy2019
osha_total_case_rate,GS,2018-10-01,0.17,11349,osha:fy2019
osha_total_case_rate,HE,2018-10-01,0.59,75186,osha:fy2019
osha_total_case_rate,HS,2018-10-01,4.05,206385,osha:fy2019
osha_total_case_rate,HU,2018-10-01,0.43,7262,osha:fy2019
osha_total_case_rate,IN,2018-10-01,3.57,62063,osha:fy2019
osha_total_case_rate,NF,2018-10-01,0.27,1475,osha:fy2019
osha_total_case_rate,NN,2018-10-01,0.25,17131,osha:fy2019
osha_total_case_rate,NQ,2018-10-01,1.19,2857,osha:fy2019
osha_total_case_rate,NU,2018-10-01,0.16,3195,osha:fy2019
osha_total_case_rate,NV,2018-10-01,1.32,207605,osha:fy2019
osha_total_case_rate,NV,2018-10-01,1.27,189471,osha:fy2019
osha_total_case_rate,OM,2018-10-01,0.49,5462,osha:fy2019
osha_total_case_rate,SB,2018-10-01,0.46,7003,osha:fy2019
osha_total_case_rate,SM,2018-10-01,2.86,3747,osha:fy2019
osha_total_case_rate,SZ,2018-10-01,0.49,62788,osha:fy2019
osha_total_case_rate,TD,2018-10-01,0.85,54756,osha:fy2019
osha_total_case_rate,TR,2018-10-01,0.46,86729,osha:fy2019
osha_total_case_rate,VA,2018-10-01,1.57,395606,osha:fy2019
